Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min Salary,Max Salary
Director of Data Science,3.8,Analysis Group,"Boston, MA","Boston, MA",1001 to 5000 employees,1981.0,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),,91000.0,150000.0
Data Scientist,3.2,US Pharmacopeia,"Rockville, MD","Rockville, MD",1001 to 5000 employees,1820.0,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,91000.0,150000.0
Data Scientist,4.6,Itlize Global,"Piscataway, NJ","Piscataway, NJ",201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,91000.0,150000.0
Data Scientist,3.5,eBay,"San Jose, CA","San Jose, CA",10000+ employees,1995.0,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",91000.0,150000.0
"Data Engineer, Digital & Comp Pathology",5.0,Paige,"New York, NY","New York, NY",1 to 50 employees,2018.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,91000.0,150000.0
Data Engineer,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,,,91000.0,150000.0
"Manager / Lead, Data Science & Analytics",4.1,ABIOMED,"Danvers, MA","Danvers, MA",1001 to 5000 employees,1981.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covidien, Boston Scientific",91000.0,150000.0
Data Scientist,3.5,Comcast,"New York, NY","Philadelphia, PA",10000+ employees,1963.0,Company - Public,-1,-1,$10+ billion (USD),"AT&T, Verizon",91000.0,150000.0
Data Scientist,3.2,"Metronome, LLC","Vienna, VA","Fairfax, VA",51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,91000.0,150000.0
Data Scientist,5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ",Unknown,,Company - Public,-1,-1,,,91000.0,150000.0
Data Scientist,4.7,Lawrence Livermore National Lab,"Livermore, CA","Livermore, CA",1001 to 5000 employees,1952.0,Government,Federal Agencies,Government,$1 to $2 billion (USD),"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories",91000.0,150000.0
Diversity and Inclusion Data Analyst,3.8,FHLBank Pittsburgh,"Pittsburgh, PA","Pittsburgh, PA",201 to 500 employees,1932.0,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),,91000.0,150000.0
Data Scientist,3.6,Jacobs,"Herndon, VA","Dallas, TX",10000+ employees,1947.0,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),"Fluor, Bechtel, AECOM",91000.0,150000.0
Data Scientist,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,91000.0,150000.0
Data Scientist,3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",10000+ employees,1894.0,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),"Intertek, SGS, Bureau Veritas",91000.0,150000.0
Data Scientist,3.7,Altus Group,"Irvine, CA","Toronto, Canada",1001 to 5000 employees,2005.0,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),,91000.0,150000.0
Data Scientist,5.0,Jobot,"Irvine, CA","Irvine, CA",51 to 200 employees,2018.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,91000.0,150000.0
Data Scientist,,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,,Company - Private,-1,-1,,,91000.0,150000.0
Senior Analyst/Data Scientist,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,1966.0,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"TrueCar, Cars.com, Kelley Blue Book",141000.0,225000.0
Data Scientist,5.0,Cohere Health,"Boston, MA","Boston, MA",1 to 50 employees,2019.0,Company - Private,IT Services,Information Technology,,,141000.0,225000.0
Data Scientist,,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,,Company - Private,-1,-1,,,141000.0,225000.0
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",141000.0,225000.0
Data Scientist,4.2,Oshkosh Corporation,"Oshkosh, WI","Oshkosh, WI",10000+ employees,1917.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"Lockheed Martin, Caterpillar, John Deere",141000.0,225000.0
Data Scientist,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51 to 200 employees,,Company - Private,-1,-1,,,141000.0,225000.0
Data Scientist,3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",51 to 200 employees,1960.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,141000.0,225000.0
Data Scientist,,PETADATA,"San Francisco, CA","Fremont, CA",51 to 200 employees,,Company - Private,-1,-1,,,141000.0,225000.0
Data Scientist,4.4,VBeyond Corporation,"Dallas, TX","Hillsborough, NJ",201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,141000.0,225000.0
Data Scientist Machine Learning,3.5,Leidos,"Arlington, VA","Reston, VA",10000+ employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,141000.0,225000.0
Data Scientist,3.7,Take-Two,"San Francisco, CA","New York, NY",1001 to 5000 employees,1993.0,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",141000.0,225000.0
Data Scientist,3.7,Colony Brands,"Monroe, WI","Monroe, WI",501 to 1000 employees,,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),,141000.0,225000.0
Data Scientist,4.1,Capio Group,"Sacramento, CA","Goteborg, Sweden",10000+ employees,,Hospital,Health Care Services & Hospitals,Health Care,,,141000.0,225000.0
Data Scientist,3.4,SleePare,"New York, NY","New York, NY",1 to 50 employees,2017.0,Company - Private,Other Retail Stores,Retail,,,141000.0,225000.0
Data Analyst,4.5,ShorePoint,"Reston, VA","Washington, DC",1 to 50 employees,2017.0,Company - Private,IT Services,Information Technology,,,141000.0,225000.0
Data Scientist,3.5,Dolphin,"New York, NY","Lake Buena Vista, FL",1001 to 5000 employees,1990.0,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,,,141000.0,225000.0
Data Scientist,3.6,TE Connectivity,"Hampton, VA","Schaffhausen, Switzerland",10000+ employees,2007.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),,141000.0,225000.0
Data Scientist,3.2,State of Virginia,"Richmond, VA","Richmond, VA",10000+ employees,1788.0,Government,State & Regional Agencies,Government,$10+ billion (USD),,141000.0,225000.0
Data Scientist,3.7,TA Digital,"New York, NY","Newark, CA",501 to 1000 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,141000.0,225000.0
Data Scientist,4.0,Market America Inc,"Monterey, CA","Greensboro, NC",501 to 1000 employees,1992.0,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),,141000.0,225000.0
Data Scientist,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,,145000.0,225000.0
Data Scientist,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,145000.0,225000.0
Chief Scientist,3.4,TrueAccord,Remote,"San Francisco, CA",51 to 200 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,145000.0,225000.0
Data Scientist,3.9,ALTA IT Services,"Woodlawn, MD","Rockville, MD",201 to 500 employees,2004.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,145000.0,225000.0
Data Scientist,3.2,Kollasoft Inc.,United States,"Scottsdale, AZ",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,145000.0,225000.0
Data Scientist,3.2,Kollasoft Inc.,"New York, NY","Irving, TX",Unknown,,Company - Public,-1,-1,,,145000.0,225000.0
Data Scientist,3.4,ASRC Federal Holding Company,"Reston, VA","Beltsville, MD",5001 to 10000 employees,2003.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),,145000.0,225000.0
Data Scientist,4.4,Adwait Algorithm,"New York, NY","Houston, TX",51 to 200 employees,2015.0,Company - Private,IT Services,Information Technology,,,145000.0,225000.0
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health",145000.0,225000.0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,145000.0,225000.0
Data Scientist,3.5,Cambridge FX,"Atlanta, GA","Toronto, Canada",201 to 500 employees,1992.0,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),,145000.0,225000.0
Senior Data Scientist,3.8,Metromile,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011.0,Company - Private,Insurance Carriers,Insurance,,,145000.0,225000.0
Data Scientist,3.9,Criteo,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",145000.0,225000.0
Data Scientist,3.4,Advance Sourcing Concepts,"Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,,Company - Private,-1,-1,$1 to $5 million (USD),,145000.0,225000.0
Data Scientist,3.8,Enterprise Solutions Inc,"New York, NY","Naperville, IL",51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,145000.0,225000.0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,145000.0,225000.0
Data Scientist,,Microagility,"New York, NY","Princeton, NJ",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,145000.0,225000.0
Data Scientist,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,145000.0,225000.0
"Development Scientist, Voltaren",3.9,GSK,"Richmond, VA","Brentford, United Kingdom",10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",145000.0,225000.0
Data Scientist,,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,,Company - Private,-1,-1,,,145000.0,225000.0
Data Scientist,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,2016.0,Government,Federal Agencies,Government,,,79000.0,147000.0
Data Scientist,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,,79000.0,147000.0
Data Engineer,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,79000.0,147000.0
Data Scientist,3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,79000.0,147000.0
Data Scientist,3.3,Huxley,"San Francisco, CA","London, United Kingdom",201 to 500 employees,1995.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,79000.0,147000.0
Data Scientist,3.4,FM Systems,"Boston, MA","Raleigh, NC",51 to 200 employees,1984.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Archibus, iOffice, Planon",79000.0,147000.0
Data Scientist,,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,,Company - Private,IT Services,Information Technology,,,79000.0,147000.0
Machine Learning Engineer,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",79000.0,147000.0
Principal Data & Analytics Platform Engineer,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",1001 to 5000 employees,1933.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),,79000.0,147000.0
Machine Learning Engineer/Scientist,4.8,Jane Street,"New York, NY","New York, NY",501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,,79000.0,147000.0
Data Scientist,5.0,SSATI,"McLean, VA","Annapolis Junction, MD",1 to 50 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,79000.0,147000.0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,79000.0,147000.0
Data Scientist,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",501 to 1000 employees,,Company - Private,-1,-1,,,79000.0,147000.0
Data Scientist,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ employees,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts",79000.0,147000.0
Data Scientist,4.6,Centauri,"Reston, VA","Chantilly, VA",501 to 1000 employees,1999.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton",79000.0,147000.0
Data Scientist,,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,,Company - Private,-1,-1,Less than $1 million (USD),,79000.0,147000.0
Machine Learning Engineer,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,,,79000.0,147000.0
Data Analyst - Unilever Prestige,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",79000.0,147000.0
Data Scientist,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,,,79000.0,147000.0
"VP, Data Science",3.9,7Park Data,"New York, NY","New York, NY",51 to 200 employees,2012.0,Company - Private,Research & Development,Business Services,,,79000.0,147000.0
Data Scientist,4.0,Netskope,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,"Skyhigh Networks, Zscaler, NortonLifeLock",122000.0,146000.0
Data Scientist,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,122000.0,146000.0
Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,122000.0,146000.0
Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,122000.0,146000.0
Data Engineer - Kafka,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",122000.0,146000.0
Data Scientist,2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",1 to 50 employees,,Company - Private,-1,-1,$1 to $5 million (USD),,122000.0,146000.0
Data Scientist,5.0,Averity,"New York, NY","New York, NY",1 to 50 employees,2014.0,Company - Private,Staffing & Outsourcing,Business Services,,,122000.0,146000.0
Data Scientist,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",122000.0,146000.0
Data Scientist,,Point72 Ventures,"Palo Alto, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",122000.0,146000.0
Data Scientist,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,122000.0,146000.0
Data Science All Star Program - Data Engineer Track,4.6,Blend360,"Columbia, MD","Columbia, MD",51 to 200 employees,2002.0,Company - Private,Consulting,Business Services,,,122000.0,146000.0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,122000.0,146000.0
Data Analyst,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012.0,Company - Public,Consulting,Business Services,$1 to $5 million (USD),,122000.0,146000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,122000.0,146000.0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,122000.0,146000.0
Data Scientist,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",201 to 500 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,112000.0,116000.0
Data Scientist,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",112000.0,116000.0
Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,112000.0,116000.0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",112000.0,116000.0
Data Scientist,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,,,112000.0,116000.0
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,112000.0,116000.0
AI Ops Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",112000.0,116000.0
Data Scientist,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,,Company - Private,-1,-1,,,112000.0,116000.0
Data Scientist,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,112000.0,116000.0
Data Scientist,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1 to 50 employees,1980.0,Company - Private,Staffing & Outsourcing,Business Services,,"Kforce, PageGroup, Robert Half",112000.0,116000.0
Scientist - Machine Learning,3.5,Allen Institute,"Seattle, WA","Seattle, WA",201 to 500 employees,2003.0,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),,112000.0,116000.0
Data Scientist,4.4,Eliassen Group,"Plano, TX","Reading, MA",1001 to 5000 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"TEKsystems, Kforce, Randstad US",112000.0,116000.0
Data Scientist,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,112000.0,116000.0
Sr. Data Scientist,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,2011.0,Company - Private,Travel Agencies,Travel & Tourism,,,112000.0,116000.0
Data Scientist,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,112000.0,116000.0
Data Scientist,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,"South Carolina Electric & Gas, Virginia Electric and Power",112000.0,116000.0
Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,112000.0,116000.0
Data Modeler (Analytical Systems),3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,112000.0,116000.0
Applied AI Scientist / Engineer,5.0,"New Iron Group, Inc.","Boston, MA","Austin, TX",1 to 50 employees,2003.0,Contract,Computer Hardware & Software,Information Technology,,,112000.0,116000.0
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ employees,1853.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),,112000.0,116000.0
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011.0,Subsidiary or Business Segment,Internet,Information Technology,,,112000.0,116000.0
Senior Data Scientist,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,110000.0,163000.0
Market Research Data Scientist,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",110000.0,163000.0
IT Partner Digital Health Technology and Data Science,3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,110000.0,163000.0
Data Scientist,,HireAi,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,110000.0,163000.0
Data Scientist,,HireAi,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,110000.0,163000.0
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,110000.0,163000.0
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",5001 to 10000 employees,1981.0,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",110000.0,163000.0
Senior Clinical Data Scientist Programmer,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ","Princeton, NJ",1001 to 5000 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,110000.0,163000.0
Data Engineer,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,110000.0,163000.0
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,110000.0,163000.0
Data Solutions Engineer - Data Modeler,3.4,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",110000.0,163000.0
Data Scientist,4.3,Visionary Integration Professionals,"Washington, DC","Folsom, CA",501 to 1000 employees,1996.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CGI (Nevada), Accenture, Deloitte",110000.0,163000.0
Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,110000.0,163000.0
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,110000.0,163000.0
Applied Computer Scientist,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,110000.0,163000.0
Senior Data Analyst,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",110000.0,163000.0
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,,,110000.0,163000.0
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",4.0,Exact Sciences Corporation,"Madison, WI","Madison, WI",1001 to 5000 employees,1995.0,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),,110000.0,163000.0
Sr. Data Analyst,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,110000.0,163000.0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),,110000.0,163000.0
Senior Machine Learning Engineer,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,110000.0,163000.0
